Price,Close,High,Low,Open,Volume
Ticker,IUSV.DE,IUSV.DE,IUSV.DE,IUSV.DE,IUSV.DE
Date,,,,,
2021-04-01,4.254415988922119,4.261847603618181,4.228743394410171,4.229925687596172,232
2021-04-06,4.284141540527344,4.284141540527344,4.258299822353216,4.262353685767096,4345
2021-04-07,4.284985542297363,4.298328618741393,4.277385203537604,4.298328618741393,0
2021-04-08,4.274007797241211,4.274007797241211,4.260833847579732,4.260833847579732,5
2021-04-09,4.280425071716309,4.280425071716309,4.2638725712684655,4.268939597497275,0
2021-04-12,4.26860237121582,4.283803452142769,4.26860237121582,4.283803452142769,0
2021-04-13,4.267083168029785,4.270460917984104,4.2498553546600135,4.2498553546600135,0
2021-04-14,4.281100749969482,4.294950810779951,4.281100749969482,4.294950810779951,1000
2021-04-15,4.366394996643066,4.366394996643066,4.289207713011329,4.289207713011329,800
2021-04-16,4.318934917449951,4.339202623283535,4.318934917449951,4.324001944580427,6797
2021-04-19,4.317583084106445,4.343256072813401,4.317583084106445,4.342411635486826,2220
2021-04-20,4.335993766784668,4.335993766784668,4.284141603266963,4.284141603266963,0
2021-04-21,4.323832988739014,4.328900016072522,4.323832988739014,4.328900016072522,0
2021-04-22,4.329407215118408,4.359978109889909,4.329407215118408,4.349168745342424,800
2021-04-23,4.340047359466553,4.349167847007712,4.33886506658736,4.349167847007712,100
2021-04-26,4.348154067993164,4.348154067993164,4.318427618376014,4.337344706206749,500
2021-04-27,4.328055381774902,4.337344998578529,4.328055381774902,4.3353182682749765,603
2021-04-28,4.291741371154785,4.291741371154785,4.290390351969246,4.290896933827788,1800
2021-04-29,4.279581546783447,4.296134052317475,4.271812480021058,4.291742332931656,3200
2021-04-30,4.297316074371338,4.299004949297301,4.296133781385494,4.296133781385494,0
2021-05-03,4.306435585021973,4.3130227595013935,4.286336608825808,4.300692847813816,2394
2021-05-04,4.334980487823486,4.334980487823486,4.306267199513068,4.310489789286756,3561
2021-05-05,4.329237937927246,4.332278234911608,4.3153882777705395,4.327886918538831,7036
2021-05-06,4.3501811027526855,4.3501811027526855,4.338696029210363,4.338696029210363,89
2021-05-07,4.328393936157227,4.352039797997178,4.328393936157227,4.352039797997178,0
2021-05-10,4.3086323738098145,4.320455303535223,4.301538213286228,4.301538213286228,0
2021-05-11,4.260326385498047,4.285830247162631,4.260326385498047,4.277216341442684,3452
2021-05-12,4.227728843688965,4.27654111122266,4.227728843688965,4.27654111122266,0
2021-05-13,4.229248523712158,4.229586379176166,4.205264812650367,4.229586379176166,6000
2021-05-14,4.243099689483643,4.243099689483643,4.228911769741208,4.228911769741208,0
2021-05-17,4.252894401550293,4.268602063235003,4.252894401550293,4.268602063235003,199
2021-05-18,4.238369464874268,4.238538593968541,4.238369464874268,4.238538593968541,357
2021-05-19,4.258298873901367,4.258298873901367,4.224856823643304,4.231781853304676,0
2021-05-20,4.260832786560059,4.260832786560059,4.233133069313966,4.233133069313966,4200
2021-05-21,4.2694478034973145,4.281101604738322,4.2610026231370375,4.266238377239857,15800
2021-05-25,4.3147125244140625,4.3147125244140625,4.307618766645689,4.311165645529876,24081
2021-05-26,4.334810733795166,4.341735763918128,4.323663517195537,4.323663517195537,13213
